"relative_path","bytes","last_write_time"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__05_dino_vitb14_whole__fold_5__test_metrics.csv","736","2026-05-13T19:11:04"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__05_dino_vitb14_whole__fold_5__val_metrics.csv","489","2026-05-13T19:11:04"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__05_dino_vitb14_whole__oof_metrics.csv","714","2026-05-13T19:10:57"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__cv_fold_summary.csv","510","2026-05-13T19:11:05"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_1__fold_summary.json","712","2026-05-13T19:11:05"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_1__test_metrics.csv","730","2026-05-13T19:11:06"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_1__val_metrics.csv","659","2026-05-13T19:11:06"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_2__fold_summary.json","683","2026-05-13T19:11:07"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_2__test_metrics.csv","649","2026-05-13T19:11:07"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_2__val_metrics.csv","670","2026-05-13T19:11:08"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_3__fold_summary.json","696","2026-05-13T19:11:08"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_3__test_metrics.csv","690","2026-05-13T19:11:09"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_3__val_metrics.csv","582","2026-05-13T19:11:09"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_4__fold_summary.json","625","2026-05-13T19:11:09"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_4__test_metrics.csv","559","2026-05-13T19:11:10"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_4__val_metrics.csv","472","2026-05-13T19:11:11"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_5__fold_summary.json","694","2026-05-13T19:11:11"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_5__test_metrics.csv","613","2026-05-13T19:11:11"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__fold_5__val_metrics.csv","683","2026-05-13T19:11:12"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__06_dino_vits_vitb_concat__oof_metrics.csv","692","2026-05-13T19:11:05"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__cv_fold_summary.csv","452","2026-05-13T19:11:12"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_1__fold_summary.json","780","2026-05-13T19:11:13"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_1__test_metrics.csv","575","2026-05-13T19:11:14"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_1__val_metrics.csv","658","2026-05-13T19:11:14"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_2__fold_summary.json","750","2026-05-13T19:11:15"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_2__test_metrics.csv","631","2026-05-13T19:11:15"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_2__val_metrics.csv","477","2026-05-13T19:11:16"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_3__fold_summary.json","837","2026-05-13T19:11:16"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_3__test_metrics.csv","689","2026-05-13T19:11:17"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_3__val_metrics.csv","634","2026-05-13T19:11:17"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_4__fold_summary.json","763","2026-05-13T19:11:17"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_4__test_metrics.csv","627","2026-05-13T19:11:18"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_4__val_metrics.csv","472","2026-05-13T19:11:19"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_5__fold_summary.json","794","2026-05-13T19:11:19"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_5__test_metrics.csv","591","2026-05-13T19:11:20"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__fold_5__val_metrics.csv","656","2026-05-13T19:11:20"
"03_local_result_summaries_flat\task7_fair_benchmark_20260513__07_dino_vits_vitb_experience_aux__oof_metrics.csv","734","2026-05-13T19:11:13"
"03_local_result_summaries_flat\task7_from_task6_struct_aux_manual_364_bax__cv_fold_summary_task7.csv","603","2026-05-13T15:58:53"
"03_local_result_summaries_flat\task7_from_task6_struct_aux_manual_364_bax__oof_metrics_task7.csv","202","2026-05-13T15:58:53"
"03_local_result_summaries_flat\task7_from_task6_struct_aux_manual_364_bax__oof_metrics_task7.json","277","2026-05-13T15:58:53"
"03_local_result_summaries_flat\task7_from_task6_struct_aux_manual_364_bax__task7_summary.md","761","2026-05-13T15:58:53"
"03_local_result_summaries_flat\tmp_smoke_directional_flip_20260520__directional_flip_policy_summary.csv","2759","2026-05-21T00:01:09"
"04_server_snapshot\experiments\risk_control_rejection_20260621\configs\candidate_policy_manifest.json","4428","2026-06-21T16:21:06"
"04_server_snapshot\experiments\risk_control_rejection_20260621\configs\final_policy_contract.json","3067","2026-06-21T20:01:02"
"04_server_snapshot\experiments\risk_control_rejection_20260621\configs\v195_plus_candidate_manifest.json","26482","2026-06-23T13:05:08"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\adapter_final_policy_runner_summary.csv","2071","2026-06-22T13:14:51"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\candidate_casebook_summary.csv","1040","2026-06-21T15:28:48"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\candidate_granularity_summary.csv","3970","2026-06-21T15:28:51"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\candidate_margin_fold_summary.csv","390","2026-06-21T13:04:58"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\candidate_margin_summary.csv","1131","2026-06-21T13:04:58"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\candidate_policy_fold_summary.csv","352","2026-06-21T15:28:46"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\candidate_policy_summary.csv","2208","2026-06-21T15:28:45"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\candidate_statistical_audit.csv","1010","2026-06-21T15:28:49"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\candidate_tie_summary.csv","211","2026-06-21T15:30:49"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\case_id_tiebreak_fold_summary.csv","262","2026-06-21T15:39:39"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\case_id_tiebreak_summary.csv","1037","2026-06-21T15:39:39"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\dino_candidate_casebook_summary.csv","1042","2026-06-21T16:02:57"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\dino_candidate_statistical_audit.csv","1010","2026-06-21T16:02:56"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\dino_missing_policy_sensitivity_summary.csv","2701","2026-06-22T13:14:59"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\dino_shift_aware_candidate_fold_summary.csv","262","2026-06-21T16:02:54"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\dino_shift_aware_candidate_summary.csv","1141","2026-06-21T16:02:54"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\dino_tiebreak_fold_summary.csv","2050","2026-06-21T16:02:53"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\dino_tiebreak_internal_summary.csv","928","2026-06-21T16:02:53"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\existing_external_casebook_summary.csv","518","2026-06-22T13:15:25"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\existing_external_preflight_summary.csv","440","2026-06-22T13:15:24"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\final_policy_runner_summary.csv","2071","2026-06-22T13:14:49"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\fold_fraction_granularity_stress_summary.csv","3021","2026-06-22T13:15:04"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\fold_safe_policy_summary.csv","792","2026-06-22T13:15:08"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\fraction_granularity_stress_summary.csv","19915","2026-06-22T13:15:01"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\handoff_file_classification_manifest.json","11449","2026-06-23T10:46:22"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\known_domain_intersection_override_summary.csv","660","2026-06-22T13:15:30"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\label_filter_release_summary.csv","3311","2026-06-21T15:28:47"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\locked_candidate_boundary_margin_summary.csv","789","2026-06-22T13:15:11"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\locked_candidate_subgroup_summary.csv","2951","2026-06-22T13:15:09"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\new_external_160_freeze_eval\new_external_160_manifest_qc_report.json","1510","2026-06-23T19:17:12"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\old_third_fold_stability_summary.csv","6555","2026-06-21T13:04:02"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase1_audit_summary.csv","28993","2026-06-21T13:04:02"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase1_handoff_manifest_report.json","63","2026-06-22T13:16:32"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase2_hard_gate_deployable_frontier_summary.csv","19614","2026-06-23T10:45:20"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase2_leave_one_known_gate_audit.csv","408","2026-06-23T10:45:14"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase2_relaxed_gate_policy_summary.csv","511","2026-06-23T10:45:12"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase2_relaxed_intersection_policy_summary.csv","172","2026-06-23T10:45:13"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase2_shift_metric_ablation_audit.csv","20779","2026-06-23T10:45:17"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase3_main_project_gap_audit.csv","4481","2026-06-23T10:45:41"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\phase3_patch_rehearsal_safety_audit_issues.csv","19","2026-06-23T10:45:43"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\policy_mode_comparison.csv","991","2026-06-21T16:02:57"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\quota_veto_no_backfill_fold_summary.csv","3778","2026-06-21T13:05:04"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\quota_veto_no_backfill_internal_summary.csv","1576","2026-06-21T13:05:04"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\quota_veto_release_fold_summary.csv","3806","2026-06-21T13:05:01"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\quota_veto_release_internal_summary.csv","1594","2026-06-21T13:05:01"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\safe_distribution_fold_stability_summary.csv","1917","2026-06-21T13:04:03"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\shift_aware_candidate_fold_summary.csv","262","2026-06-21T15:42:58"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\shift_aware_candidate_summary.csv","1121","2026-06-21T15:42:58"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\shift_gate_evidence_summary.csv","132","2026-06-22T13:15:13"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\stable_policy_feature_manifest.json","945","2026-06-22T13:14:47"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\stable_tiebreak_release_summary.csv","1030","2026-06-21T15:32:35"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\strict_external_exploratory_sweep_summary.csv","1104","2026-06-23T11:25:28"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\strict_external_mode_diff_summary.csv","222","2026-06-22T13:15:12"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\strict_external_override_candidate_summary.csv","661","2026-06-22T13:15:28"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\tiebreak_search_fold_summary.csv","2207","2026-06-21T15:36:05"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\tiebreak_search_internal_summary.csv","973","2026-06-21T15:36:05"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v135_strict_external_phase1_eval_summary.csv","1385","2026-06-23T11:52:00"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_candidate_reconstruction_summary.csv","22679","2026-06-23T13:05:05"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_conjunctive_release_fold_summary.csv","215214","2026-06-21T13:04:56"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_conjunctive_release_internal_summary.csv","105652","2026-06-21T13:04:56"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_phase2_full_leave_domain_audit.csv","328","2026-06-23T13:05:07"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_phase2_full_subgroup_audit.csv","1467","2026-06-23T13:05:07"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_plus_error_attribution_summary.csv","414","2026-06-23T13:05:09"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_plus_preintegration_gap_audit.csv","3316","2026-06-23T15:34:34"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_plus_sidecar_package_smoke_outputs\v195_plus_audit_decisions.csv","182979","2026-06-23T15:24:53"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_plus_sidecar_package_smoke_outputs\v195_plus_summary.csv","380","2026-06-23T15:24:53"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_plus_subgroup_audit.csv","11466","2026-06-23T13:05:10"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_rejected_release_fold_stability_summary.csv","11987","2026-06-21T13:04:08"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_rejected_release_internal_summary.csv","4756","2026-06-21T13:04:07"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_threshold_release_fold_summary.csv","2069","2026-06-21T13:04:09"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\v195_threshold_release_internal_summary.csv","1133","2026-06-21T13:04:09"
"04_server_snapshot\experiments\risk_control_rejection_20260621\outputs\wrapper_decision_schema_audit.csv","273","2026-06-22T13:15:20"
"04_server_snapshot\experiments\risk_control_rejection_20260621\plans\new_external_160_freeze_eval\findings.md","3192","2026-06-23T19:18:46"
"04_server_snapshot\experiments\risk_control_rejection_20260621\plans\new_external_160_freeze_eval\progress.md","1099","2026-06-23T19:18:46"
"04_server_snapshot\experiments\risk_control_rejection_20260621\plans\new_external_160_freeze_eval\task_plan.md","3123","2026-06-23T19:18:46"
"04_server_snapshot\experiments\risk_control_rejection_20260621\plans\phase1_implementation_plan.md","6813","2026-06-21T11:34:11"
"04_server_snapshot\experiments\risk_control_rejection_20260621\plans\phase3_sidecar_original_project_adapter_plan.md","3266","2026-06-22T17:31:01"
"04_server_snapshot\experiments\risk_control_rejection_20260621\plans\v195_plus_completion_plan.md","11880","2026-06-23T13:07:06"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\candidate_casebook.md","1302","2026-06-21T15:28:48"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\candidate_granularity_audit.md","1558","2026-06-21T15:28:51"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\candidate_lock_audit.md","447","2026-06-22T13:15:08"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\candidate_margin_audit.md","1926","2026-06-21T13:04:58"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\candidate_policy_audit.md","992","2026-06-21T15:28:46"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\candidate_statistical_audit.md","937","2026-06-21T15:28:49"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\candidate_subgroup_audit.md","1313","2026-06-21T15:28:46"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\candidate_tie_audit.md","448","2026-06-21T15:30:49"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\case_id_tiebreak_audit.md","602","2026-06-21T15:39:40"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\conjunctive_release_rule_search.md","3745","2026-06-21T13:04:56"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\deployment_interface_guard.md","464","2026-06-22T13:15:14"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\deployment_readiness_matrix.md","1487","2026-06-22T13:15:13"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\dino_candidate_casebook.md","1236","2026-06-21T16:02:57"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\dino_candidate_statistical_audit.md","759","2026-06-21T16:02:56"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\dino_candidate_subgroup_audit.md","1329","2026-06-21T16:02:55"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\dino_missing_policy_sensitivity.md","992","2026-06-22T13:14:59"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\dino_shift_aware_candidate_audit.md","864","2026-06-21T16:02:55"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\dino_tiebreak_audit.md","1591","2026-06-21T16:02:53"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\existing_external_casebook_audit.md","4643","2026-06-22T13:15:26"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\existing_external_generalization_preflight_audit.md","966","2026-06-22T13:15:24"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\final_policy_consistency_audit.md","245","2026-06-22T13:14:51"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\final_policy_runner.md","1066","2026-06-22T13:14:51"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\final_safety_claims_audit.md","802","2026-06-22T13:15:14"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\fold_boundary_failure_casebook.md","1152","2026-06-22T13:15:07"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\fold_fraction_granularity_stress_audit.md","2723","2026-06-22T13:15:04"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\fold_safe_frontier.md","864","2026-06-22T13:15:08"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\fraction_granularity_stress_audit.md","2789","2026-06-22T13:15:01"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\input_order_invariance_audit.md","332","2026-06-22T13:14:57"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\integration_handoff_guide.md","8675","2026-06-22T13:14:33"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\integration_smoke_audit.md","333","2026-06-22T13:15:19"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\known_domain_intersection_override_audit.md","1790","2026-06-22T13:15:30"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\label_filter_release_audit.md","895","2026-06-21T15:28:47"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\locked_candidate_boundary_margin_audit.md","931","2026-06-22T13:15:11"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\locked_candidate_subgroup_stress_audit.md","715","2026-06-22T13:15:10"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\new_data_preflight_failure_audit.md","390","2026-06-22T13:15:23"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\new_data_preflight_runner.md","496","2026-06-22T13:15:22"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\new_external_160_freeze_eval\data_processing_report.md","2535","2026-06-23T19:18:46"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\new_external_160_freeze_eval\external_generalization_enhancement_group_report.md","12450","2026-06-23T19:50:35"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\new_external_160_freeze_eval\overall_status_and_external_comparison_report.md","8691","2026-06-23T19:30:54"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase1_candidate_validation_report.md","33164","2026-06-22T13:16:13"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase1_engineering_interface_report.md","15865","2026-06-22T13:14:21"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase1_experiment_report.md","8511","2026-06-21T11:45:55"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase1_handoff_manifest.md","7625","2026-06-22T13:16:32"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase1_release_experiment_report.md","5328","2026-06-21T12:06:54"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase1_reproducibility_runner.md","7348","2026-06-22T13:15:31"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase1_summary.md","3536","2026-06-21T13:04:02"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_case_level_robust_core_grid.md","1143","2026-06-23T10:45:17"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_final_experiment_report.md","33309","2026-06-23T10:46:05"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_hard_gate_deployable_frontier.md","5271","2026-06-23T10:45:21"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_leave_one_gate_sensitivity_grid.md","2528","2026-06-23T10:45:15"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_leave_one_known_gate_audit.md","951","2026-06-23T10:45:14"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_relaxed_gate_policy_audit.md","1493","2026-06-23T10:45:12"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_relaxed_intersection_policy_audit.md","1288","2026-06-23T10:45:13"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_reproducibility_runner.md","6065","2026-06-23T10:45:43"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_shift_gate_calibration_audit.md","1649","2026-06-23T10:45:10"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_shift_gate_progress_report.md","33140","2026-06-23T10:46:05"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_shift_gate_sensitivity_grid.md","1893","2026-06-23T10:45:11"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase2_shift_metric_ablation_audit.md","2284","2026-06-23T10:45:17"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_deployment_failure_modes_audit.md","1361","2026-06-23T10:45:35"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_export_hook_candidate_prioritization.md","2252","2026-06-23T10:45:41"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_export_hook_patch_blueprint.md","2050","2026-06-23T10:45:42"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_integration_readiness_audit.md","1795","2026-06-23T10:46:18"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_main_project_gap_audit.md","5136","2026-06-23T10:45:41"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_main_project_integration_decision_gate.md","839","2026-06-23T10:45:54"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_main_project_integration_dry_run.md","1478","2026-06-23T10:45:31"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_main_project_patch_rehearsal_package.md","1776","2026-06-23T10:45:43"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_main_project_sidecar_patch_plan.md","1891","2026-06-23T10:45:36"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_missing_runtime_hooks_blueprint.md","1980","2026-06-23T10:45:42"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_patch_rehearsal_safety_audit.md","617","2026-06-23T10:45:43"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_release_handoff_bundle_audit.md","9250","2026-06-23T10:46:26"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_sidecar_external_interface_freeze_audit.md","2419","2026-06-23T10:45:35"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_sidecar_interface_compliance_audit.md","978","2026-06-23T10:45:35"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_staged_integration_package.md","3518","2026-06-23T10:46:22"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_staging_package_artifact_integrity_audit.md","7116","2026-06-23T10:46:26"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_staging_package_full_rehearsal.md","632","2026-06-23T10:46:25"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\phase3_staging_package_smoke_audit.md","503","2026-06-23T10:46:24"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\policy_contract_validation.md","679","2026-06-22T13:14:52"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\policy_mode_comparison.md","1743","2026-06-21T16:02:57"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\production_adapter_prototype.md","896","2026-06-22T13:14:48"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\quota_veto_no_backfill_search.md","597","2026-06-21T13:05:04"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\quota_veto_release_search.md","532","2026-06-21T13:05:01"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\runtime_decision_export.md","399","2026-06-22T13:14:55"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\runtime_feature_template_audit.md","830","2026-06-22T13:15:15"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\runtime_template_wrapper_dry_run.md","854","2026-06-22T13:15:16"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\safe_distribution_risk_audit.md","2766","2026-06-21T13:04:03"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\shift_aware_candidate_audit.md","1284","2026-06-21T15:42:58"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\shift_gate_evidence_audit.md","697","2026-06-22T13:15:13"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\shift_gate_margin_audit.md","1063","2026-06-21T16:02:58"
"04_server_snapshot\experiments\risk_control_rejection_20260621\reports\stable_policy_feature_interface.md","621","2026-06-22T13:14:47"
