n,base_accuracy,base_balanced_accuracy,base_auc,stage1_accept_n,stage1_accept_rate,stage2_accept_n,stage2_accept_rate,reject_n,reject_rate,automated_n,automated_rate,rescued_n,hurt_n,rescued_fn_n,rescued_fp_n,hurt_fn_n,hurt_fp_n,stage1_n,stage1_accuracy,stage1_balanced_accuracy,stage1_f1,stage1_sensitivity_high,stage1_specificity_low,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage1_auc,stage2_n,stage2_accuracy,stage2_balanced_accuracy,stage2_f1,stage2_sensitivity_high,stage2_specificity_low,stage2_tn,stage2_fp,stage2_fn,stage2_tp,stage2_auc,automated_accuracy,automated_balanced_accuracy,automated_f1,automated_sensitivity_high,automated_specificity_low,automated_tn,automated_fp,automated_fn,automated_tp,automated_auc,system_if_reject_corrected_n,system_if_reject_corrected_accuracy,system_if_reject_corrected_balanced_accuracy,system_if_reject_corrected_f1,system_if_reject_corrected_sensitivity_high,system_if_reject_corrected_specificity_low,system_if_reject_corrected_tn,system_if_reject_corrected_fp,system_if_reject_corrected_fn,system_if_reject_corrected_tp,system_if_reject_corrected_auc,base_candidate,base_objective,target_accept_acc,gate,corrector,corrector_conf_min,include_quality,scope,fold_thresholds_json,external_base_threshold,external_base_selection_score
105,69.52%,69.39%,66.21%,48,45.71%,57,54.29%,0,0.00%,105,100.00%,0,0,0,0,0,0,48,68.75%,68.43%,0.7169811320754716,0.76,0.6086956521739131,14,9,6,19,0.631304347826087,57,70.18%,68.12%,0.6046511627906976,0.5909090909090909,0.7714285714285715,27,8,9,13,0.5441558441558442,69.52%,69.39%,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6371973587674248,105,69.52%,69.39%,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6371973587674248,robust_prob,balanced_accuracy,0.9,base_conf,corr_extra,0.0,False,strict_external_locked,,0.57,0.8039213296938974
105,69.52%,69.39%,66.21%,48,45.71%,57,54.29%,0,0.00%,105,100.00%,0,0,0,0,0,0,48,68.75%,68.43%,0.7169811320754716,0.76,0.6086956521739131,14,9,6,19,0.631304347826087,57,70.18%,68.12%,0.6046511627906976,0.5909090909090909,0.7714285714285715,27,8,9,13,0.5623376623376624,69.52%,69.39%,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.644167278063096,105,69.52%,69.39%,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.644167278063096,robust_prob,balanced_accuracy,0.9,base_conf,corr_extra,0.0,True,strict_external_locked,,0.57,0.8039213296938974
105,51.43%,53.21%,66.62%,44,41.90%,61,58.10%,0,0.00%,105,100.00%,20,1,0,20,1,0,44,70.45%,69.67%,0.7547169811320755,0.8695652173913043,0.5238095238095238,11,10,3,20,0.6169772256728778,61,68.85%,65.54%,0.5581395348837209,0.5,0.8108108108108109,30,7,12,12,0.49099099099099097,69.52%,69.39%,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6104181951577403,105,69.52%,69.39%,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6104181951577403,prob_mean_core,balanced_accuracy,0.9,base_conf,corr_extra,0.0,False,strict_external_locked,,0.49499999999999994,0.7855149639305907
105,51.43%,53.21%,66.62%,44,41.90%,61,58.10%,0,0.00%,105,100.00%,20,1,0,20,1,0,44,70.45%,69.67%,0.7547169811320755,0.8695652173913043,0.5238095238095238,11,10,3,20,0.6169772256728778,61,68.85%,65.54%,0.5581395348837209,0.5,0.8108108108108109,30,7,12,12,0.4876126126126127,69.52%,69.39%,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6093176815847395,105,69.52%,69.39%,0.6666666666666666,0.6808510638297872,0.7068965517241379,41,17,15,32,0.6093176815847395,prob_mean_core,balanced_accuracy,0.9,base_conf,corr_extra,0.0,True,strict_external_locked,,0.49499999999999994,0.7855149639305907
105,64.76%,63.66%,63.83%,86,81.90%,4,3.81%,15,14.29%,90,85.71%,0,0,0,0,0,0,86,63.95%,63.17%,0.5507246376811594,0.4634146341463415,0.8,36,9,22,19,0.621680216802168,4,100.00%,,0.0,,1.0,4,0,0,0,,65.56%,63.99%,0.5507246376811594,0.4634146341463415,0.8163265306122449,40,9,22,19,0.6346441015430562,105,70.48%,68.84%,0.6172839506172839,0.5319148936170213,0.8448275862068966,49,9,22,25,0.6327953044754219,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,False,strict_external_locked,,0.5149999999999999,0.8560330961201014
105,64.76%,63.66%,63.83%,86,81.90%,4,3.81%,15,14.29%,90,85.71%,0,0,0,0,0,0,86,63.95%,63.17%,0.5507246376811594,0.4634146341463415,0.8,36,9,22,19,0.621680216802168,4,100.00%,,0.0,,1.0,4,0,0,0,,65.56%,63.99%,0.5507246376811594,0.4634146341463415,0.8163265306122449,40,9,22,19,0.6366351418616227,105,70.48%,68.84%,0.6172839506172839,0.5319148936170213,0.8448275862068966,49,9,22,25,0.6342626559060894,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,True,strict_external_locked,,0.5149999999999999,0.8560330961201014
105,66.67%,65.59%,64.16%,101,96.19%,0,0.00%,4,3.81%,101,96.19%,0,0,0,0,0,0,101,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,0,,,,,,0,0,0,0,,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,105,69.52%,68.18%,0.6190476190476191,0.5531914893617021,0.8103448275862069,47,11,21,26,0.6415994130594278,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,False,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,101,96.19%,0,0.00%,4,3.81%,101,96.19%,0,0,0,0,0,0,101,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,0,,,,,,0,0,0,0,,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,105,69.52%,68.18%,0.6190476190476191,0.5531914893617021,0.8103448275862069,47,11,21,26,0.6415994130594278,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,True,strict_external_locked,,0.30999999999999994,0.870302446870735
105,69.52%,69.39%,66.21%,79,75.24%,11,10.48%,15,14.29%,90,85.71%,3,8,0,3,8,0,79,69.62%,66.43%,0.5714285714285714,0.5161290322580645,0.8125,39,9,15,16,0.6008064516129032,11,27.27%,50.00%,0.0,0.0,1.0,3,0,8,0,1.0,64.44%,61.69%,0.5,0.41025641025641024,0.8235294117647058,42,9,23,16,0.5525389643036702,105,69.52%,67.77%,0.6,0.5106382978723404,0.8448275862068966,49,9,23,24,0.591342626559061,robust_prob,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,False,strict_external_locked,,0.57,0.8039213296938974
105,66.67%,65.59%,64.16%,101,96.19%,4,3.81%,0,0.00%,105,100.00%,3,1,0,3,1,0,101,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,4,75.00%,50.00%,0.0,0.0,1.0,3,0,1,0,0.33333333333333337,68.57%,67.11%,0.6024096385542169,0.5319148936170213,0.8103448275862069,47,11,22,25,0.6537050623624359,105,68.57%,67.11%,0.6024096385542169,0.5319148936170213,0.8103448275862069,47,11,22,25,0.6537050623624359,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.0,False,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,101,96.19%,4,3.81%,0,0.00%,105,100.00%,3,1,0,3,1,0,101,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,4,75.00%,50.00%,0.0,0.0,1.0,3,0,1,0,0.6666666666666667,68.57%,67.11%,0.6024096385542169,0.5319148936170213,0.8103448275862069,47,11,22,25,0.6540719002201028,105,68.57%,67.11%,0.6024096385542169,0.5319148936170213,0.8103448275862069,47,11,22,25,0.6540719002201028,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.0,True,strict_external_locked,,0.30999999999999994,0.870302446870735
105,69.52%,69.39%,66.21%,79,75.24%,12,11.43%,14,13.33%,91,86.67%,3,9,0,3,9,0,79,69.62%,66.43%,0.5714285714285714,0.5161290322580645,0.8125,39,9,15,16,0.6008064516129032,12,25.00%,50.00%,0.0,0.0,1.0,3,0,9,0,1.0,63.74%,61.18%,0.49230769230769234,0.4,0.8235294117647058,42,9,24,16,0.5470588235294118,105,68.57%,66.71%,0.5822784810126582,0.48936170212765956,0.8448275862068966,49,9,24,23,0.5788701393983858,robust_prob,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,True,strict_external_locked,,0.57,0.8039213296938974
105,64.76%,63.66%,63.83%,86,81.90%,4,3.81%,15,14.29%,90,85.71%,0,2,0,0,2,0,86,63.95%,63.17%,0.5507246376811594,0.4634146341463415,0.8,36,9,22,19,0.621680216802168,4,25.00%,25.00%,0.0,0.0,0.5,1,1,2,0,0.0,62.22%,61.45%,0.5277777777777778,0.4418604651162791,0.7872340425531915,37,10,24,19,0.6016823354774864,105,67.62%,65.85%,0.575,0.48936170212765956,0.8275862068965517,48,10,24,23,0.6181217901687455,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,False,strict_external_locked,,0.5149999999999999,0.8560330961201014
105,64.76%,63.66%,63.83%,86,81.90%,4,3.81%,15,14.29%,90,85.71%,0,2,0,0,2,0,86,63.95%,63.17%,0.5507246376811594,0.4634146341463415,0.8,36,9,22,19,0.621680216802168,4,25.00%,25.00%,0.0,0.0,0.5,1,1,2,0,0.0,62.22%,61.45%,0.5277777777777778,0.4418604651162791,0.7872340425531915,37,10,24,19,0.6016823354774864,105,67.62%,65.85%,0.575,0.48936170212765956,0.8275862068965517,48,10,24,23,0.6181217901687455,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,True,strict_external_locked,,0.5149999999999999,0.8560330961201014
105,66.67%,65.59%,64.16%,75,71.43%,30,28.57%,0,0.00%,105,100.00%,0,0,0,0,0,0,75,65.33%,54.51%,0.2777777777777778,0.19230769230769232,0.8979591836734694,44,5,21,5,0.5624018838304553,30,70.00%,50.00%,0.8235294117647058,1.0,0.0,0,9,0,21,0.47089947089947093,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.667461482024945,105,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.667461482024945,stack_gb_d2_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,False,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,75,71.43%,30,28.57%,0,0.00%,105,100.00%,0,0,0,0,0,0,75,65.33%,54.51%,0.2777777777777778,0.19230769230769232,0.8979591836734694,44,5,21,5,0.5624018838304553,30,70.00%,50.00%,0.8235294117647058,1.0,0.0,0,9,0,21,0.47089947089947093,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.667461482024945,105,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.667461482024945,stack_gb_d2_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,True,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,101,96.19%,4,3.81%,0,0.00%,105,100.00%,0,0,0,0,0,0,101,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,4,25.00%,50.00%,0.4,1.0,0.0,0,3,0,1,1.0,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6331621423330889,105,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6331621423330889,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.0,False,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,101,96.19%,4,3.81%,0,0.00%,105,100.00%,0,0,0,0,0,0,101,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,4,25.00%,50.00%,0.4,1.0,0.0,0,3,0,1,1.0,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6331621423330889,105,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6331621423330889,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.0,True,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,101,96.19%,4,3.81%,0,0.00%,105,100.00%,0,0,0,0,0,0,101,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,4,25.00%,50.00%,0.4,1.0,0.0,0,3,0,1,1.0,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6331621423330889,105,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6331621423330889,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,False,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,101,96.19%,4,3.81%,0,0.00%,105,100.00%,0,0,0,0,0,0,101,68.32%,67.17%,0.6097560975609756,0.5434782608695652,0.8,44,11,21,25,0.6581027667984191,4,25.00%,50.00%,0.4,1.0,0.0,0,3,0,1,1.0,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6331621423330889,105,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6331621423330889,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,True,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,75,71.43%,27,25.71%,3,2.86%,102,97.14%,0,0,0,0,0,0,75,65.33%,54.51%,0.2777777777777778,0.19230769230769232,0.8979591836734694,44,5,21,5,0.5624018838304553,27,66.67%,50.00%,0.8,1.0,0.0,0,9,0,18,0.5493827160493827,65.69%,64.07%,0.5679012345679012,0.5227272727272727,0.7586206896551724,44,14,21,23,0.6612460815047022,105,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6674614820249452,stack_gb_d2_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,strict_external_locked,,0.30999999999999994,0.870302446870735
105,66.67%,65.59%,64.16%,75,71.43%,27,25.71%,3,2.86%,102,97.14%,0,0,0,0,0,0,75,65.33%,54.51%,0.2777777777777778,0.19230769230769232,0.8979591836734694,44,5,21,5,0.5624018838304553,27,66.67%,50.00%,0.8,1.0,0.0,0,9,0,18,0.5493827160493827,65.69%,64.07%,0.5679012345679012,0.5227272727272727,0.7586206896551724,44,14,21,23,0.6612460815047022,105,66.67%,65.59%,0.5977011494252874,0.5531914893617021,0.7586206896551724,44,14,21,26,0.6674614820249452,stack_gb_d2_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,strict_external_locked,,0.30999999999999994,0.870302446870735
105,69.52%,69.39%,66.21%,48,45.71%,46,43.81%,11,10.48%,94,89.52%,2,7,0,2,7,0,48,68.75%,68.43%,0.7169811320754716,0.76,0.6086956521739131,14,9,6,19,0.631304347826087,46,56.52%,46.04%,0.09090909090909091,0.058823529411764705,0.8620689655172413,25,4,16,1,0.6409736308316429,62.77%,61.31%,0.5333333333333333,0.47619047619047616,0.75,39,13,22,20,0.6318681318681318,105,66.67%,65.39%,0.5882352941176471,0.5319148936170213,0.7758620689655172,45,13,22,25,0.6327953044754219,robust_prob,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,strict_external_locked,,0.57,0.8039213296938974
105,69.52%,69.39%,66.21%,48,45.71%,46,43.81%,11,10.48%,94,89.52%,2,7,0,2,7,0,48,68.75%,68.43%,0.7169811320754716,0.76,0.6086956521739131,14,9,6,19,0.631304347826087,46,56.52%,46.04%,0.09090909090909091,0.058823529411764705,0.8620689655172413,25,4,16,1,0.6409736308316429,62.77%,61.31%,0.5333333333333333,0.47619047619047616,0.75,39,13,22,20,0.6318681318681318,105,66.67%,65.39%,0.5882352941176471,0.5319148936170213,0.7758620689655172,45,13,22,25,0.6327953044754219,robust_prob,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,strict_external_locked,,0.57,0.8039213296938974
105,64.76%,63.26%,64.53%,95,90.48%,1,0.95%,9,8.57%,96,91.43%,0,0,0,0,0,0,95,62.11%,57.89%,0.4375,0.3684210526315789,0.7894736842105263,45,12,24,14,0.6177285318559557,1,100.00%,,1.0,1.0,,0,0,0,1,,62.50%,58.70%,0.45454545454545453,0.38461538461538464,0.7894736842105263,45,12,24,15,0.6234817813765183,105,65.71%,64.12%,0.5609756097560976,0.48936170212765956,0.7931034482758621,46,12,24,23,0.6467351430667645,stack_gb_d2_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.26%,64.53%,95,90.48%,1,0.95%,9,8.57%,96,91.43%,0,0,0,0,0,0,95,62.11%,57.89%,0.4375,0.3684210526315789,0.7894736842105263,45,12,24,14,0.6177285318559557,1,100.00%,,1.0,1.0,,0,0,0,1,,62.50%,58.70%,0.45454545454545453,0.38461538461538464,0.7894736842105263,45,12,24,15,0.6234817813765183,105,65.71%,64.12%,0.5609756097560976,0.48936170212765956,0.7931034482758621,46,12,24,23,0.6467351430667645,stack_gb_d2_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.26%,64.53%,95,90.48%,0,0.00%,10,9.52%,95,90.48%,0,0,0,0,0,0,95,62.11%,57.89%,0.4375,0.3684210526315789,0.7894736842105263,45,12,24,14,0.6177285318559557,0,,,,,,0,0,0,0,,62.11%,57.89%,0.4375,0.3684210526315789,0.7894736842105263,45,12,24,14,0.6177285318559557,105,65.71%,64.12%,0.5609756097560976,0.48936170212765956,0.7931034482758621,46,12,24,23,0.6452677916360968,stack_gb_d2_core,balanced_accuracy,0.9,base_conf,corr_extra,0.65,False,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.26%,64.53%,95,90.48%,0,0.00%,10,9.52%,95,90.48%,0,0,0,0,0,0,95,62.11%,57.89%,0.4375,0.3684210526315789,0.7894736842105263,45,12,24,14,0.6177285318559557,0,,,,,,0,0,0,0,,62.11%,57.89%,0.4375,0.3684210526315789,0.7894736842105263,45,12,24,14,0.6177285318559557,105,65.71%,64.12%,0.5609756097560976,0.48936170212765956,0.7931034482758621,46,12,24,23,0.6452677916360968,stack_gb_d2_core,balanced_accuracy,0.9,base_conf,corr_extra,0.65,True,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.66%,63.83%,58,55.24%,47,44.76%,0,0.00%,105,100.00%,0,0,0,0,0,0,58,62.07%,62.14%,0.6206896551724138,0.6,0.6428571428571429,18,10,12,18,0.6452380952380953,47,68.09%,62.25%,0.4827586206896552,0.4117647058823529,0.8333333333333334,25,5,10,7,0.7215686274509804,64.76%,63.66%,0.5747126436781609,0.5319148936170213,0.7413793103448276,43,15,22,25,0.673881144534116,105,64.76%,63.66%,0.5747126436781609,0.5319148936170213,0.7413793103448276,43,15,22,25,0.673881144534116,stack_extra_d3_core,balanced_accuracy,0.9,base_conf,corr_extra,0.0,False,strict_external_locked,,0.5149999999999999,0.8560330961201014
105,64.76%,63.66%,63.83%,58,55.24%,47,44.76%,0,0.00%,105,100.00%,0,0,0,0,0,0,58,62.07%,62.14%,0.6206896551724138,0.6,0.6428571428571429,18,10,12,18,0.6452380952380953,47,68.09%,62.25%,0.4827586206896552,0.4117647058823529,0.8333333333333334,25,5,10,7,0.6901960784313725,64.76%,63.66%,0.5747126436781609,0.5319148936170213,0.7413793103448276,43,15,22,25,0.6676449009537785,105,64.76%,63.66%,0.5747126436781609,0.5319148936170213,0.7413793103448276,43,15,22,25,0.6676449009537785,stack_extra_d3_core,balanced_accuracy,0.9,base_conf,corr_extra,0.0,True,strict_external_locked,,0.5149999999999999,0.8560330961201014
105,51.43%,53.21%,66.62%,44,41.90%,53,50.48%,8,7.62%,97,92.38%,19,8,0,19,8,0,44,70.45%,69.67%,0.7547169811320755,0.8695652173913043,0.5238095238095238,11,10,3,20,0.6169772256728778,53,54.72%,44.92%,0.07692307692307693,0.05,0.8484848484848485,28,5,19,1,0.543939393939394,61.86%,60.53%,0.5316455696202531,0.4883720930232558,0.7222222222222222,39,15,22,21,0.6003445305770887,105,64.76%,63.66%,0.5747126436781609,0.5319148936170213,0.7413793103448276,43,15,22,25,0.6056493030080704,prob_mean_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,strict_external_locked,,0.49499999999999994,0.7855149639305907
105,51.43%,53.21%,66.62%,44,41.90%,53,50.48%,8,7.62%,97,92.38%,19,8,0,19,8,0,44,70.45%,69.67%,0.7547169811320755,0.8695652173913043,0.5238095238095238,11,10,3,20,0.6169772256728778,53,54.72%,44.92%,0.07692307692307693,0.05,0.8484848484848485,28,5,19,1,0.543939393939394,61.86%,60.53%,0.5316455696202531,0.4883720930232558,0.7222222222222222,39,15,22,21,0.6003445305770887,105,64.76%,63.66%,0.5747126436781609,0.5319148936170213,0.7413793103448276,43,15,22,25,0.6056493030080704,prob_mean_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,strict_external_locked,,0.49499999999999994,0.7855149639305907
105,64.76%,63.26%,64.53%,103,98.10%,0,0.00%,2,1.90%,103,98.10%,0,0,0,0,0,0,103,64.08%,62.51%,0.5432098765432098,0.4782608695652174,0.7719298245614035,44,13,24,22,0.6449275362318841,0,,,,,,0,0,0,0,,64.08%,62.51%,0.5432098765432098,0.4782608695652174,0.7719298245614035,44,13,24,22,0.6449275362318841,105,64.76%,63.26%,0.5542168674698795,0.48936170212765956,0.7758620689655172,45,13,24,23,0.6452677916360968,stack_gb_d2_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,False,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.26%,64.53%,103,98.10%,0,0.00%,2,1.90%,103,98.10%,0,0,0,0,0,0,103,64.08%,62.51%,0.5432098765432098,0.4782608695652174,0.7719298245614035,44,13,24,22,0.6449275362318841,0,,,,,,0,0,0,0,,64.08%,62.51%,0.5432098765432098,0.4782608695652174,0.7719298245614035,44,13,24,22,0.6449275362318841,105,64.76%,63.26%,0.5542168674698795,0.48936170212765956,0.7758620689655172,45,13,24,23,0.6452677916360968,stack_gb_d2_core,balanced_accuracy,0.9,gate_logreg,corr_extra,0.65,True,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.66%,63.83%,58,55.24%,47,44.76%,0,0.00%,105,100.00%,8,11,8,0,0,11,58,62.07%,62.14%,0.6206896551724138,0.6,0.6428571428571429,18,10,12,18,0.6452380952380953,47,61.70%,67.45%,0.625,0.8823529411764706,0.4666666666666667,14,16,2,15,0.7215686274509805,61.90%,62.69%,0.6226415094339622,0.7021276595744681,0.5517241379310345,32,26,14,33,0.632428466617755,105,61.90%,62.69%,0.6226415094339622,0.7021276595744681,0.5517241379310345,32,26,14,33,0.632428466617755,stack_extra_d3_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,False,strict_external_locked,,0.5149999999999999,0.8560330961201014
105,64.76%,63.66%,63.83%,58,55.24%,47,44.76%,0,0.00%,105,100.00%,8,11,8,0,0,11,58,62.07%,62.14%,0.6206896551724138,0.6,0.6428571428571429,18,10,12,18,0.6452380952380953,47,61.70%,67.45%,0.625,0.8823529411764706,0.4666666666666667,14,16,2,15,0.7215686274509805,61.90%,62.69%,0.6226415094339622,0.7021276595744681,0.5517241379310345,32,26,14,33,0.632428466617755,105,61.90%,62.69%,0.6226415094339622,0.7021276595744681,0.5517241379310345,32,26,14,33,0.632428466617755,stack_extra_d3_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.0,True,strict_external_locked,,0.5149999999999999,0.8560330961201014
105,64.76%,63.26%,64.53%,103,98.10%,2,1.90%,0,0.00%,105,100.00%,0,1,0,0,0,1,103,64.08%,62.51%,0.5432098765432098,0.4782608695652174,0.7719298245614035,44,13,24,22,0.6449275362318841,2,50.00%,50.00%,0.6666666666666666,1.0,0.0,0,1,0,1,0.0,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.6408657373440939,105,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.6408657373440939,stack_gb_d2_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.0,False,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.26%,64.53%,103,98.10%,2,1.90%,0,0.00%,105,100.00%,0,1,0,0,0,1,103,64.08%,62.51%,0.5432098765432098,0.4782608695652174,0.7719298245614035,44,13,24,22,0.6449275362318841,2,50.00%,50.00%,0.6666666666666666,1.0,0.0,0,1,0,1,0.0,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.6408657373440939,105,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.6408657373440939,stack_gb_d2_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.0,True,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.26%,64.53%,103,98.10%,2,1.90%,0,0.00%,105,100.00%,0,1,0,0,0,1,103,64.08%,62.51%,0.5432098765432098,0.4782608695652174,0.7719298245614035,44,13,24,22,0.6449275362318841,2,50.00%,50.00%,0.6666666666666666,1.0,0.0,0,1,0,1,0.0,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.6408657373440939,105,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.6408657373440939,stack_gb_d2_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,False,strict_external_locked,,0.295,0.866634577890427
105,64.76%,63.26%,64.53%,103,98.10%,2,1.90%,0,0.00%,105,100.00%,0,1,0,0,0,1,103,64.08%,62.51%,0.5432098765432098,0.4782608695652174,0.7719298245614035,44,13,24,22,0.6449275362318841,2,50.00%,50.00%,0.6666666666666666,1.0,0.0,0,1,0,1,0.0,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.6408657373440939,105,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.6408657373440939,stack_gb_d2_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,True,strict_external_locked,,0.295,0.866634577890427
105,60.00%,57.74%,56.49%,59,56.19%,46,43.81%,0,0.00%,105,100.00%,6,2,6,0,0,2,59,52.54%,51.04%,0.391304347826087,0.3333333333333333,0.6875,22,10,18,9,0.5081018518518519,46,78.26%,77.31%,0.7368421052631579,0.7,0.8461538461538461,22,4,6,14,0.8538461538461539,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.5711665443873808,105,63.81%,62.40%,0.5476190476190477,0.48936170212765956,0.7586206896551724,44,14,24,23,0.5711665443873808,stack_logreg_c03_multiview,balanced_accuracy,0.9,base_conf,corr_extra,0.0,False,strict_external_locked,,0.6599999999999999,0.8579340514720217
